benchmark,prediction,loss
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere2/countbitstable128.smt2,Poolector,4699.886
/data/SMT-LIB-non-incremental/QF_ABV/calc2/calc2_sec2_mult_bmc30.atlas.smt2,Poolector,4429.895
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere2/countbitstableoffbyone1024.smt2,Poolector,1018.6668999999999
/data/SMT-LIB-non-incremental/QF_ABV/calc2/calc2_sec2_adder_shifter_bmc25.atlas.smt2,Poolector,893.8065
/data/SMT-LIB-non-incremental/QF_ABV/calc2/calc2_sec2_shifter_mult_bmc30.atlas.smt2,Poolector,830.704
/data/SMT-LIB-non-incremental/QF_ABV/calc2/calc2_sec2_shifter_bmc30.atlas.smt2,Poolector,701.1416
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/swapmem029ue.smt2,Poolector,652.9757000000001
/data/SMT-LIB-non-incremental/QF_ABV/calc2/calc2_sec2_adder_bmc30.atlas.smt2,Poolector,491.938
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/swapmem027ue.smt2,Poolector,456.2243
/data/SMT-LIB-non-incremental/QF_ABV/calc2/calc2_sec2_adder_bmc25.atlas.smt2,Poolector,426.9239
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/swapmem026ue.smt2,Poolector,380.3352
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/swapmem025ue.smt2,Poolector,378.3015
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/dubreva010ue.smt2,Poolector,329.83000000000015
/data/SMT-LIB-non-incremental/QF_ABV/calc2/calc2_sec2_shifter_mult_bmc25.atlas.smt2,Poolector,327.111
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/swapmem022ue.smt2,Poolector,299.35724000000005
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/swapmem023ue.smt2,Poolector,274.0543
/data/SMT-LIB-non-incremental/QF_ABV/calc2/calc2_sec2_shifter_bmc25.atlas.smt2,Poolector,272.6701
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/swapmem020ue.smt2,Poolector,230.47448
/data/SMT-LIB-non-incremental/QF_ABV/brummayerbiere/swapmem021ue.smt2,Poolector,188.29599000000002
